Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
a kid named rufus,wasting time,12.0,0.87,0.467,11.0,-8.741,0,0.0652,0.0779,,0.198,0.84,120.016,135067.0,4,6
R.L. Beats,Ill Die for U,29.0,0.924,0.247,10.0,-9.562,1,0.0711,0.0491,0.427,0.0894,0.341,119.979,147000.0,4,6
De La Soul,Pain,55.0,0.908,0.417,10.0,-8.244,0,0.255,0.0452,0.0824,0.0895,0.81,104.504,279754.0,4,5
Danny Sanderson,◊ñ◊î ◊î◊õ◊ú ◊ë◊©◊ë◊ô◊ú◊ö,42.0,0.659,0.3,7.0,-10.946,0,0.0292,0.524,,0.211,0.214,87.864,205000.0,4,10
Baird,BITE,45.0,0.683,0.485,7.0,-7.353,1,0.0715,0.598,0.132,0.117,0.674,81.743,160680.0,3,6
Dissection,Frozen,33.0,0.273,0.991,4.0,-3.548,0,0.165,0.000136,0.651,0.147,0.106,108.884,208000.0,4,8
The Searchers,Needles and Pins - Mono,57.0,0.565,0.953,9.0,-6.504,1,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287,131360.0,4,10
Hatena,INTEREST,33.0,0.65,0.628,11.0,-7.749,1,0.347,0.00242,0.112,0.102,0.767,122.39,154715.0,4,6
Roni Bar Hadas,Calm the Beast,20.0,0.455,0.658,9.0,-6.113,1,0.0508,0.0261,0.0154,0.0912,0.25,134.06,190720.0,3,6
Led Zeppelin,All My Love - 1990 Remaster,65.0,0.599,0.744,7.0,-8.72,1,0.0316,0.131,0.00275,0.0795,0.723,91.259,351267.0,4,10
BIGBABYGUCCI,Pressure + Layers - Extended,43.0,0.55,0.788,5.0,-4.998,0,0.0765,0.0282,,0.392,0.401,142.001,174084.0,4,5
Sam Fischer,For Now,64.0,0.731,0.233,1.0,-11.109,1,0.0376,0.89,,0.3,0.408,108.008,211813.0,4,9
LANDMVRKS,Tired of It All,52.0,0.318,0.957,6.0,-4.825,0,0.0961,0.00096,,0.155,0.482,164.646,217364.0,4,8
Intelligency,Leta,46.0,0.659,0.518,1.0,-11.073,1,0.0263,0.033,0.193,0.318,0.135,123.005,238049.0,4,6
Benny The Butcher,Price of Fame,10.0,0.672,0.755,7.0,-9.769,1,0.302,0.215,,0.0612,0.418,143.989,253333.0,4,5
Mndsgn,Hope You're Doin' Better,37.0,0.552,0.618,8.0,-8.155,0,0.0317,0.486,0.0773,0.313,0.442,157.956,275661.0,4,1
AC/DC,Hard as a Rock,61.0,0.481,0.724,4.0,-5.642,1,0.0324,0.0018,0.177,0.11,0.2,116.322,271000.0,4,10
Eddie Cochran,Sittin' In The Balcony,26.0,0.508,0.479,7.0,-14.201,1,0.0685,0.625,7.03e-05,0.356,0.825,143.253,121800.0,4,10
Yemi Alade,True Love,43.0,0.749,0.602,5.0,-5.097,1,0.0798,0.0313,0.000543,0.0337,0.965,120.022,235875.0,4,9
Sugaray Rayford,Homemade Disaster,28.0,0.556,0.87,7.0,-4.816,0,0.166,0.162,0.463,0.0941,0.955,169.826,194564.0,4,2
Strawberry Alarm Clock,Incense And Peppermints,45.0,0.473,0.735,9.0,-8.921,1,0.0296,0.0603,,0.15,0.754,132.506,169800.0,4,1
Abby Sage,Smoke Break,30.0,0.573,0.452,11.0,-6.642,1,0.0312,0.196,5.64e-06,0.124,0.149,76.014,207353.0,4,6
deryk,Call You Out,34.0,0.641,0.464,9.0,-9.365,0,0.0464,0.631,0.0334,0.0868,0.246,145.862,177493.0,4,6
aswekeepsearching,We Sound Like Strangers,20.0,0.454,0.723,8.0,-8.325,1,0.0375,0.134,0.943,0.18,0.159,150.146,357125.0,4,6
Blind Melon,Dear Ol' Dad,38.0,0.485,0.911,7.0,-4.833,1,0.0429,0.0315,0.000158,0.323,0.724,113.075,181787.0,4,10
Bryan Adams,I Think About You,43.0,0.616,0.551,7.0,-7.27,1,0.0249,0.155,,0.099,0.618,75.027,216373.0,4,10
Joy Room,What's Your Number?,31.0,0.365,0.893,2.0,-3.983,0,0.0841,0.00331,8.84e-06,0.142,0.612,163.39,168891.0,4,10
Seether,Fine Again,66.0,0.442,0.855,6.0,-2.985,0,0.0288,0.00049,0.0137,0.273,0.363,175.543,243640.0,4,10
Refused,Economy Of Death,32.0,0.508,0.988,6.0,-4.537,0,0.064,7.76e-05,0.0103,0.201,0.262,142.031,241440.0,4,10
Kelpe,All the Way Round - Edit,40.0,0.252,0.147,2.0,-19.74,0,0.0365,0.911,0.949,0.103,0.0317,108.025,270025.0,4,1
Rush,A Passage To Bangkok,50.0,0.222,0.837,2.0,-6.49,1,0.0794,0.483,6.21e-05,0.367,0.594,200.342,214893.0,4,10
Refused,Refused Are Fucking Dead,33.0,0.375,0.946,7.0,-7.392,1,0.125,0.000277,0.376,0.374,0.46,107.309,310320.0,4,10
Fleetwood Mac,Never Going Back Again - 2004 Remaster,68.0,0.654,0.336,6.0,-12.825,1,0.0379,0.858,0.385,0.0786,0.947,176.083,2.24,4,0
Void Of Vision,Decay,40.0,0.529,0.992,8.0,0.101,1,0.131,0.00101,0.00471,0.341,0.392,110.05,192273.0,4,8
The Robert Cray Band,Phone Booth,2.0,0.575,0.838,4.0,-11.252,0,0.0534,0.0297,0.0836,0.974,0.488,113.303,278693.0,4,2
Shawn Mendes,Mercy,79.0,0.555,0.662,11.0,-4.952,0,0.0827,0.125,,0.111,0.356,148.128,208733.0,4,9
System Of A Down,Suite-Pee,60.0,0.263,0.89,,-2.913,1,0.177,0.0022,0.00348,0.306,0.286,190.389,151733.0,4,8
Deep Purple,Highway Star - Remastered 2012,67.0,0.307,0.909,9.0,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,366136.0,4,8
Lindemann,Steh auf,59.0,0.396,0.956,,-4.726,1,0.042,8e-05,6.91e-05,0.0602,0.445,74.992,184080.0,4,8
The Cardigans,My Favourite Game,67.0,0.586,0.777,5.0,-6.185,0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,220468.0,4,6
Red Desert,Older No Wiser,41.0,0.262,0.841,5.0,-7.043,1,0.0557,1.28e-05,0.776,0.109,0.339,136.216,336720.0,4,10
Huey Lewis & The News,Back In Time,60.0,0.758,0.835,7.0,-5.454,1,0.04,0.0311,0.0103,0.0712,0.836,120.045,258867.0,4,10
Hunter Hayes,Wanted,68.0,0.421,0.476,,-7.692,1,0.0298,0.268,,0.0816,0.3,169.784,3.814,4,4
Liquid Liquid,Cavern,45.0,0.682,0.78,7.0,-9.948,1,0.0538,0.0114,0.735,0.0862,0.317,115.564,319760.0,4,1
Richard Thompson,1952 Vincent Black Lightning,56.0,0.488,0.209,10.0,-19.549,1,0.0369,0.374,5.05e-06,0.103,0.362,120.63,4.72488333,4,0
Shinedown,Simple Man - Acoustic,65.0,0.568,0.367,7.0,-8.15,1,0.0318,0.768,,0.279,0.41,121.074,320267.0,4,10
Airbourne,Runnin' Wild,65.0,0.503,0.96,10.0,-2.672,1,0.0626,9.25e-05,0.578,0.274,0.489,162.022,218040.0,4,8
Bea Miller,FEEL SOMETHING DIFFERENT,62.0,0.78,0.715,,-4.606,1,0.102,0.125,9.31e-06,0.218,0.365,125.015,207328.0,4,6
TORRES,Three Futures,38.0,0.535,0.287,7.0,-11.5,1,0.0368,0.237,0.205,0.0893,0.206,121.148,244641.0,4,6
Theo Alexander,Bright-eyed Hunger,12.0,0.322,0.16,8.0,-17.288,0,0.0437,0.957,0.965,0.122,0.374,133.034,420761.0,5,6
"Ryan Hurd, Maren Morris",Chasing After You (with Maren Morris),77.0,0.596,0.679,4.0,-6.395,1,0.0394,0.723,,0.116,0.479,131.912,3.466233333,4,4
Nicki Bluhm,To Rise You Gotta Fall,34.0,0.416,0.634,9.0,-8.917,1,0.0615,0.535,0.0406,0.0959,0.785,167.267,296388.0,4,2
Bella Poarch,Build a Bitch,90.0,0.855,0.463,3.0,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,2.046216667,4,9
MOSES,You Need L,23.0,0.462,0.865,2.0,-3.71,1,0.0351,0.00239,0.000769,0.0951,0.283,99.984,210563.0,4,10
Blue Material,Blue Blood,37.0,0.621,0.602,9.0,-7.796,0,0.0279,0.000316,0.853,0.134,0.609,116.011,230152.0,4,6
Clean Bandit,Tick Tock (feat. 24kGoldn),81.0,0.779,0.705,,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,178374.0,4,9
Lou Donaldson,Play Ray,39.0,0.704,0.214,3.0,-17.339,1,0.0617,0.787,0.00209,0.0923,0.664,77.52,5.522216667,4,7
Franc Moody,Tired of Waiting,50.0,0.776,0.844,10.0,-7.092,0,0.0438,0.00395,0.164,0.0963,0.938,124.988,264696.0,4,6
Shinedown,State of My Head,66.0,0.486,0.94,7.0,-4.237,0,0.0605,0.00919,,0.0777,0.42,79.727,205653.0,4,10
Chris Cornell,"Thank You - Recorded Live At Esplanade Arts & Heritage Centre, Medicine Hat, Alberta, Canada on April 27, 2011",52.0,0.402,0.317,7.0,-5.826,1,0.0268,0.766,,0.715,0.103,77.654,288187.0,4,10
Curtis Salgado,The Longer That I Live,35.0,0.757,0.86,,-4.648,1,0.0438,0.47,4.46e-06,0.0941,0.923,128.095,231244.0,4,2
Daniel Tompkins,Tyrant,29.0,0.526,0.894,11.0,-6.671,1,0.0472,0.000245,0.235,0.0849,0.344,132.044,296430.0,4,8
Glass Animals,Your Love (D√©j√† Vu),63.0,0.854,0.671,7.0,-7.158,1,0.0543,0.019,0.383,0.105,0.631,107.994,234372.0,4,6
The Secret Sea,Afterlife,8.0,0.494,0.815,10.0,-6.972,0,0.0305,0.0188,0.00244,0.0721,0.445,88.0,210040.0,4,6
ALO,Barbeque,27.0,0.683,0.616,,-9.765,1,0.0398,0.798,2.98e-06,0.134,0.704,123.446,241667.0,4,10
Riot,Swords and Tequila,,0.35,0.939,2.0,-9.239,1,0.0642,8.74e-05,3.9e-05,0.231,0.353,90.115,200333.0,4,8
M√∂tley Cr√ºe,The Dirt (Est. 1981) [feat. Machine Gun Kelly],51.0,0.421,0.859,1.0,-4.333,1,0.0694,0.000103,0.000248,0.1,0.373,166.099,232000.0,4,8
"Sachet Tandon, Sachet-Parampara","Bekhayali (From ""Kabir Singh"")",63.0,0.308,0.585,9.0,-5.18,0,0.0428,0.45,,0.319,0.345,171.843,6.196516667,3,3
Barracuda Sound,Quiet Desperation,42.0,0.595,0.121,9.0,-19.476,0,0.069,0.966,0.917,0.103,0.384,115.258,2.2784,4,7
Switchfoot,Twenty-four,42.0,0.389,0.509,7.0,-7.053,1,0.028,0.671,,0.29,0.444,159.834,293520.0,3,10
Pulp,Babies,60.0,0.302,0.854,2.0,-6.619,1,0.0757,0.102,1.45e-06,0.0835,0.589,156.278,244827.0,4,6
Julian Lynch,Contribution to the Catalog of Spatial and Temporal Events,23.0,0.912,0.182,9.0,-22.639,0,0.0786,0.995,0.952,0.103,0.972,96.014,214788.0,4,6
Lil B,Wonton Soup,35.0,0.645,0.797,4.0,-5.943,0,0.132,0.0363,,0.247,0.367,129.956,351240.0,4,9
Concrete Castles,Half Awake,43.0,0.553,0.707,1.0,-6.087,0,0.0374,0.0242,,0.0735,0.325,140.098,222969.0,4,10
Don Henley,The Heart Of The Matter,49.0,0.582,0.521,2.0,-11.528,1,0.0249,0.221,,0.21,0.405,88.131,324667.0,4,10
nicopop.,Happy Again,46.0,0.743,0.608,6.0,-5.705,1,0.0411,0.0225,,0.137,0.801,106.021,192453.0,4,9
The Stone Roses,Driving South,44.0,0.472,0.947,9.0,-6.128,1,0.0774,9.43e-06,0.0155,0.364,0.75,98.784,309867.0,4,10
Graveyard,Please Don't,40.0,0.319,0.866,2.0,-4.722,0,0.0359,1.42e-06,0.756,0.155,0.554,109.626,252693.0,4,8
The Armed,AN ITERATION,44.0,0.268,0.964,8.0,-4.944,0,0.129,5.91e-05,0.833,0.73,0.174,164.058,173155.0,4,8
Glass Dove,Just a Conversation,6.0,0.493,0.911,8.0,-6.087,1,0.0584,0.0443,4.47e-06,0.227,0.4,143.021,188993.0,4,6
Incredible String Band,This Moment,17.0,0.534,0.292,2.0,-11.182,1,0.0373,0.643,0.000233,0.702,0.472,142.948,252320.0,4,10
Gracious K,Migraine Skank - Main Mix,21.0,0.442,0.765,5.0,-5.63,0,0.255,0.000146,1.61e-06,0.313,0.671,162.74,186933.0,5,5
The Cold Stares,Head Bent,33.0,0.563,0.939,1.0,-7.322,1,0.061,0.000633,0.00673,0.287,0.587,112.48,154507.0,1,10
Hermie,I Will Wait For You,40.0,0.44,0.114,2.0,-18.43,0,0.037,0.953,0.849,0.119,0.144,92.895,2.2809,4,7
Tyler Ramsey,A Dream Of Home,37.0,0.662,0.761,7.0,-6.598,1,0.0251,0.0705,0.0287,0.162,0.414,106.692,362493.0,4,1
The Steel Woods,Let the Rain Come Down,54.0,0.644,0.616,2.0,-5.755,0,0.0325,0.14,0.00178,0.0745,0.345,147.083,199773.0,4,10
Omer Adam,◊û◊î ◊©◊†◊§◊ú ◊û◊î◊ô◊ì◊ô◊ô◊ù,53.0,0.664,0.354,11.0,-9.855,0,0.0373,0.789,1.97e-05,0.168,0.346,135.977,181765.0,4,9
X Ambassadors,Renegades,77.0,0.526,0.862,2.0,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,195200.0,4,10
King King,I Will Not Fall,39.0,0.619,0.779,9.0,-5.582,0,0.031,0.000758,3.92e-05,0.165,0.516,109.052,209760.0,4,2
Atreyu,Warrior (feat. Travis Barker),66.0,0.528,0.908,1.0,-4.243,0,0.0913,0.0485,0.000581,0.239,0.296,154.958,165891.0,4,10
The Used,Cathedral Bell,38.0,0.424,0.57,4.0,-7.031,0,0.159,0.00278,0.709,0.311,0.495,180.043,184707.0,1,10
Willa,Swan,39.0,0.617,0.651,10.0,-4.03,0,0.0331,0.0977,0.0192,0.0671,0.577,66.019,181329.0,4,10
Ramones,Rock 'n' Roll High School - 2002 Remaster,56.0,0.499,0.87,,-4.431,1,0.126,0.0183,,0.0512,0.893,188.853,137400.0,4,10
Sid Vicious,My Way - 1993 Remastered Version,43.0,0.236,0.823,4.0,-7.165,1,0.0863,0.699,0.643,0.364,0.259,175.38,244813.0,4,1
girl in red,Serotonin,77.0,0.58,0.788,2.0,-4.714,1,0.259,0.0123,1.84e-05,0.368,0.72,148.992,182426.0,4,10
carolesdaughter,Violent - Acoustic,47.0,0.768,0.215,3.0,-10.33,1,0.0626,0.907,1.13e-05,0.117,0.219,131.167,134151.0,4,9
The Blinders,Mule Track,47.0,0.261,0.667,7.0,-8.211,1,0.0311,0.0812,0.806,0.099,0.188,145.276,235687.0,3,10
Chloe George,ghost town (voice memo),74.0,0.471,0.229,8.0,-6.504,1,0.0358,0.953,,0.0909,0.358,68.41,2.2875,3,9
KID BRUNSWICK,When You Were Young,48.0,0.51,0.718,1.0,-6.129,0,0.0439,0.00183,,0.14,0.713,199.992,187907.0,4,10
Jess Locke,Universe,28.0,0.653,0.543,11.0,-7.154,0,0.026,0.0852,5.37e-06,0.295,0.419,97.029,219753.0,4,6
Enslaved,Storm Son,35.0,0.2,0.968,1.0,-6.191,1,0.14,0.000734,0.548,0.0593,0.174,164.978,654427.0,1,8
Laney Keyz,What Love (feat. Calboy),51.0,0.7,0.845,1.0,-2.892,1,0.0707,0.137,,0.152,0.785,130.033,190093.0,4,5
Martina McBride,Concrete Angel,53.0,0.622,0.392,1.0,-9.737,1,0.0253,0.498,,0.146,0.274,77.991,4.216666667,4,4
Softcult,Take It Off,47.0,0.646,0.669,6.0,-7.31,0,0.0275,0.0148,0.000115,0.373,0.484,114.999,191685.0,4,6
The Cold Stares,Sleeping with Lions,36.0,0.365,0.778,5.0,-6.117,0,0.039,6.42e-05,1.35e-06,0.299,0.712,73.93,199787.0,4,10
Brent Faiyaz,"Gravity (feat. Tyler, The Creator)",79.0,0.539,0.615,1.0,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,214693.0,4,5
Foushe√©,Deep End,79.0,0.711,0.592,4.0,-7.136,0,0.23,0.758,,0.156,0.535,124.749,141224.0,4,10
Bryce Vine,La La Land - Acoustic,61.0,0.734,0.415,1.0,-8.593,0,0.0305,0.559,,0.0918,0.364,97.954,137195.0,4,9
Cake,Short Skirt / Long Jacket,66.0,0.778,0.899,2.0,-6.552,1,0.0451,0.0028,0.0345,0.0263,0.881,119.995,204133.0,4,6
Chris Stapleton,Tennessee Whiskey,79.0,0.392,0.37,9.0,-10.888,1,0.0298,0.205,0.0096,0.0821,0.512,48.718,4.888216667,4,4
KAM-BU,Dumpling,3.0,0.416,0.877,2.0,-5.518,1,0.402,0.159,,0.335,0.594,83.724,183013.0,4,5
Mister Misery,Mister Hyde,38.0,0.289,0.863,5.0,-6.916,0,0.125,0.000228,0.000529,0.213,0.133,180.033,341464.0,4,8
Run The Jewels,yankee and the brave,55.0,0.595,0.878,10.0,-5.63,0,0.423,0.172,,0.303,0.746,82.007,146573.0,4,5
Crisix,This Is Resurrection Fest,22.0,0.607,0.878,2.0,-10.327,1,0.0973,0.000264,0.736,0.365,0.225,105.025,167293.0,4,8
Bob Berg,All The Way,,0.423,0.158,,-15.59,0,0.0346,0.717,0.0075,0.0975,0.185,106.974,5.588883333,4,7
Metallica,All Nightmare Long,59.0,0.268,0.974,9.0,-2.948,1,0.114,0.00067,0.00106,0.0772,0.342,182.095,477027.0,4,8
Liz Vice,Empty Me Out,44.0,0.739,0.355,,-10.571,1,0.0285,0.177,0.169,0.299,0.751,95.985,277675.0,4,2
Joywave,It's A Trip!,59.0,0.673,0.716,8.0,-4.982,0,0.0291,0.088,0.00256,0.209,0.727,97.925,183525.0,4,1
The Oak Ridge Boys,Y'all Come Back Saloon,40.0,0.684,0.417,2.0,-14.849,1,0.0502,0.0994,3.69e-05,0.0789,0.743,82.837,2.903783333,4,4
DNCE,Cake By The Ocean,80.0,0.774,0.753,4.0,-5.446,0,0.0517,0.152,,0.0371,0.896,119.002,219147.0,4,9
Elton John,Tiny Dancer,79.0,0.414,0.428,,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,377093.0,4,10
Shalom Hanoch,◊©◊ú◊ò◊ï◊ü,29.0,0.6,0.784,11.0,-5.918,1,0.238,0.0736,0.000238,0.11,0.45,169.895,196380.0,4,10
The Tallest Man On Earth,The Running Styles of New York,37.0,0.275,0.524,7.0,-8.656,1,0.0339,0.785,1.46e-05,0.0974,0.291,106.094,311613.0,3,1
Beastie Boys,Sure Shot,57.0,0.692,0.799,1.0,-7.924,1,0.164,0.388,,0.301,0.549,97.978,199667.0,4,6
Andreas Borkental,Olomana,51.0,0.617,0.0961,6.0,-16.523,0,0.0637,0.993,0.947,0.109,0.188,91.331,2.662266667,4,7
John Kongos,He's Gonna Step On You Again,41.0,0.705,0.728,,-11.413,0,0.0301,0.0141,0.343,0.245,0.737,107.088,267787.0,5,10
YUNGBLUD,acting like that (feat. Machine Gun Kelly),71.0,0.522,0.9,,-2.631,0,0.0719,6.98e-05,,0.3,0.579,160.01,191067.0,4,10
K.Flay,TGIF (feat. Tom Morello),,0.594,0.813,,-7.519,0,0.0853,0.0986,,0.335,0.532,130.08,199929.0,4,1
Cordae,Wassup (feat. Young Thug),73.0,0.93,0.467,8.0,-8.449,1,0.116,0.00906,0.0062,0.131,0.169,139.972,164633.0,4,5
Brittany Howard,Stay High,54.0,0.598,0.853,9.0,-5.373,1,0.0545,0.132,0.00297,0.132,0.312,121.988,191396.0,1,10
Kasabian,Underdog,63.0,0.526,0.895,5.0,-5.407,0,0.0543,0.0603,1.3e-06,0.582,0.655,101.016,277467.0,4,1
Stephen Oaks,Es Amor (What Is Love) (feat. Nicky Jam & Emy Perez),46.0,0.729,0.922,6.0,-3.695,0,0.109,0.0857,6.12e-06,0.278,0.443,108.976,185947.0,4,9
The Breeders,Cannonball,66.0,0.502,0.758,3.0,-9.76,1,0.0407,0.00915,0.783,0.284,0.729,112.499,213693.0,4,6
Robert Lowe,The Highland,48.0,0.513,0.137,2.0,-19.288,1,0.0564,0.97,0.95,0.109,0.685,141.063,3.002083333,4,7
3House,On The Floor,28.0,0.876,0.497,1.0,-6.001,0,0.147,0.587,0.00436,0.0718,0.407,103.944,131611.0,4,9
"Manna Dey, Asha Bhosle, Sudha Malhotra, S. D. Batish, Mohammed Rafi",Na To Caravan Ki Talash Hai,13.0,0.471,0.803,1.0,-5.8,1,0.125,0.968,0.817,0.22,0.765,101.028,11.80366667,4,3
Metric,Help I'm Alive,60.0,0.565,0.877,5.0,-4.561,0,0.0614,0.00813,0.00251,0.26,0.389,118.484,285920.0,4,6
Ten Tonnes,Everything You Got,42.0,0.438,0.758,1.0,-3.759,1,0.0302,0.000618,0.00012,0.215,0.552,139.992,216295.0,4,6
Randy Travis,It's Just a Matter of Time,49.0,0.259,0.59,3.0,-8.343,1,0.0363,0.472,0.00128,0.135,0.474,201.016,3.932,3,4
Manntra,Ori Ori,44.0,0.592,0.994,8.0,-3.62,1,0.0807,4.57e-05,0.0032,0.215,0.153,110.009,192753.0,4,8
Megan Thee Stallion,Stalli (Freestyle),56.0,0.866,0.794,1.0,-5.085,1,0.207,0.0753,,0.091,0.225,140.043,116612.0,4,5
Sharon Van Etten,Love More (By Fiona Apple),54.0,0.605,0.442,8.0,-14.252,1,0.0623,0.29,0.0122,0.219,0.72,139.979,272068.0,4,6
beabadoobee,How Was Your Day?,49.0,0.353,0.392,2.0,-13.039,1,0.0339,0.931,0.0439,0.337,0.168,84.586,260025.0,4,6
Teddy Wilson,Fools Rush In,48.0,0.633,0.12,5.0,-20.066,0,0.0428,0.971,0.871,0.121,0.456,115.51,2.484533333,3,7
May Flowers,Charlie Brennan,34.0,0.674,0.231,3.0,-14.035,1,0.0308,0.924,2.57e-05,0.119,0.26,130.029,3.50365,4,0
Sanford Clark,The Fool,39.0,0.616,0.539,7.0,-9.339,1,0.0283,0.139,0.196,0.096,0.831,75.486,166000.0,4,10
"Ali Farka Touré, Toumani Diabaté",Mamadou boutiquier,35.0,0.711,0.404,,-10.059,1,0.0342,0.801,0.95,0.0597,0.449,96.591,5.05955,3,7
Coldplay,Magic,73.0,0.738,0.482,6.0,-8.917,0,0.0402,0.0266,0.621,0.106,0.352,93.457,285014.0,4,9
fun.,We Are Young (feat. Janelle Mon√°e) - Acoustic [Acoustic],44.0,0.445,0.296,5.0,-7.091,1,0.0419,0.815,,0.0562,0.289,169.331,272547.0,4,9
L7,Pretend We're Dead,60.0,0.569,0.789,4.0,-8.559,1,0.0309,5.62e-06,0.642,0.0811,0.911,115.152,235093.0,4,6
IOU,Olivia Chaney,23.0,0.509,0.289,4.0,-8.3,1,0.0286,0.88,0.0036,0.111,0.156,158.799,4.05045,3,0
Flatbush Zombies,Afterlife,60.0,0.736,0.535,1.0,-8.564,1,0.0924,0.31,1.13e-06,0.107,0.376,110.014,194747.0,4,5
Luke Bryan,I Don't Want This Night To End,65.0,0.616,0.728,9.0,-4.02,0,0.0278,0.0275,,0.228,0.375,111.934,3.666216667,4,4
Indigo Storm,Chatterbox,15.0,0.659,0.88,8.0,-4.016,1,0.054,0.00403,4.51e-05,0.064,0.416,126.714,223875.0,3,8
Black Eyed Peas,Joints & Jam,43.0,0.942,0.737,10.0,-7.21,0,0.0971,0.0166,1.43e-05,0.0443,0.689,106.923,215467.0,4,5
Placebo,Nancy Boy,53.0,0.391,0.958,10.0,-5.494,1,0.0832,0.000181,0.000899,0.122,0.326,89.88,210933.0,4,6
◊î◊ú◊ù ◊™◊®◊ë◊ï◊™,◊¢◊ï◊©◊ô◊ù ◊ê◊™ ◊ñ◊î ◊©◊ï◊ë,28.0,0.745,0.632,9.0,-7.974,0,0.288,0.39,5.01e-06,0.103,0.581,128.05,212344.0,4,5
Journey,"Any Way You Want It - Live at Cobo Hall in Detroit, Michigan, August 1980",72.0,0.529,0.932,7.0,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,201693.0,4,10
Motion City Soundtrack,The Future Freaks Me Out,53.0,0.661,0.874,5.0,-5.904,0,0.0456,0.0168,,0.41,0.682,127.915,216667.0,4,10
Fu Manchu,Time Is Going On,37.0,0.426,0.787,7.0,-6.053,1,0.0408,0.000279,0.154,0.0614,0.477,138.19,218720.0,4,10
Los Legendarios,Fiel,95.0,0.849,0.701,6.0,-4.407,0,0.06,0.407,,0.112,0.505,98.005,261667.0,4,9
Foster The People,The Things We Do,48.0,0.735,0.689,3.0,-4.575,0,0.0379,0.0204,0.00344,0.0499,0.624,114.983,252067.0,4,9
Ben Flocks,Ebb Tide,45.0,0.179,0.211,5.0,-11.936,1,0.0326,0.896,0.76,0.431,0.231,174.248,3.101333333,3,7
Amythyst Kiah,Black Myself,53.0,0.553,0.828,9.0,-4.091,1,0.0609,0.11,,0.2,0.902,152.638,201194.0,4,2
Seefeel,Polyfusion,35.0,0.458,0.701,9.0,-12.004,1,0.0355,9.18e-05,0.906,0.465,0.721,141.631,383827.0,4,6
Saweetie,Fast (Motion),72.0,0.882,0.839,4.0,-3.193,1,0.082,0.156,,0.132,0.71,117.032,170653.0,4,5
Trillary Banks,Last Man Standing,35.0,0.704,0.579,6.0,-9.331,1,0.418,0.287,,0.139,0.712,142.815,176667.0,4,5
Boston,Foreplay / Long Time,65.0,0.436,0.657,5.0,-8.868,1,0.0541,0.00975,0.00748,0.0931,0.21,118.693,467640.0,4,10
REO Speedwagon,Don't Let Him Go,47.0,0.497,0.961,7.0,-5.774,1,0.0691,0.246,0.00125,0.129,0.675,105.593,3.75178333,4,10
Franz Ferdinand,Take Me Out,78.0,0.277,0.663,4.0,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027.0,4,1
AM,Squeeze It Off,48.0,0.84,0.671,,-6.676,1,0.255,0.267,0.00175,0.179,0.619,143.104,204755.0,3,5
Orson,No Tomorrow,33.0,0.653,0.638,3.0,-4.667,0,0.0684,0.00593,,0.061,0.771,124.069,171707.0,4,9
M.A.G.S.,Sunrise,37.0,0.653,0.843,4.0,-8.688,1,0.0327,0.211,0.46,0.161,0.767,103.053,135728.0,4,1
Future Palace,Ghost Chapter,36.0,0.356,0.907,2.0,-6.446,0,0.0458,0.00051,,0.0639,0.389,170.057,263204.0,4,8
Charlie Cunningham,You Sigh,60.0,0.629,0.451,6.0,-9.974,1,0.0284,0.852,0.06,0.141,0.681,90.965,178827.0,4,9
Wez Atlas,Kind Of Love,43.0,0.773,0.33,3.0,-11.197,0,0.117,0.334,0.000517,0.113,0.237,105.042,208000.0,4,9
Lalalar,ƒ∞syanlar - Radio Edit,43.0,0.776,0.523,7.0,-10.667,1,0.0626,0.17,0.82,0.429,0.529,100.976,280500.0,4,10
Born Of Osiris,Empires Erased,41.0,0.294,0.96,,-3.374,0,0.0918,3.05e-05,0.364,0.34,0.538,109.989,205530.0,4,8
The Byrds,Mr. Tambourine Man,64.0,0.456,0.47,2.0,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,149467.0,4,10
A Day To Remember,Last Chance To Dance (Bad Friend),66.0,0.308,0.916,4.0,-4.13,0,0.0875,2.02e-05,,0.322,0.68,122.231,185733.0,4,8
Tekno,Sudden,,0.833,0.774,10.0,-6.885,0,0.191,0.203,0.0098,0.116,0.793,102.96,198976.0,4,9
Nirvana,Love Buzz,64.0,0.479,0.865,5.0,-8.281,0,0.0339,3.1e-05,0.228,0.182,0.77,137.902,215203.0,4,1
Albert Collins,Black Cat Bone,29.0,0.586,0.816,,-8.036,1,0.0886,0.293,0.000811,0.0726,0.701,97.538,298933.0,4,2
My Dying Bride,Macabre Cabaret,31.0,0.299,0.545,6.0,-8.326,1,0.0339,0.000143,0.498,0.101,0.0387,144.017,600283.0,4,8
