class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,5.02,x,d,n,t,p,,y,7.54,15.09,,,y,,,f,f,,d,u
p,5.55,f,k,y,f,p,,n,3.47,4.72,,k,n,,,t,f,,d,u
p,1.4,x,g,n,f,d,d,n,1.93,2.33,,s,n,,,f,f,,d,u
e,8.66,x,s,n,t,p,,n,9.04,18.07,,,n,,w,t,p,,d,u
e,6.17,x,s,k,f,a,c,w,4.15,14.28,,,w,,,f,f,,d,a
e,2.87,b,y,n,f,,c,n,7.3,3.33,,,w,,,f,f,,d,s
e,6.94,x,t,n,f,p,d,y,8.5,13.13,,s,n,,,f,f,,g,a
e,11.19,f,,g,f,d,c,w,2.34,16.54,,,w,,,f,f,,d,a
p,8.92,f,,n,f,x,c,w,10.1,11.21,r,i,w,,,f,f,,h,u
p,7.3,s,d,e,t,d,c,w,6.74,8.76,,,n,,,f,f,,d,u
e,7.4,x,,n,f,x,c,w,7.1,16.45,,s,w,,,f,f,,d,u
p,4.89,c,i,y,f,,c,r,7.01,7.89,,,w,,,f,f,,d,a
p,0.78,x,g,e,f,a,,p,4.53,1.13,,h,k,,,f,f,,d,s
p,7.16,f,y,e,f,s,c,y,6.01,18.75,,y,u,,,f,f,,d,a
p,3.04,o,s,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,2.79,f,w,p,f,a,,y,5.06,6.45,,t,y,,,f,f,,g,a
e,9.05,f,s,w,t,e,,g,10.41,16.79,s,,w,,,t,l,,m,u
p,5.93,x,,y,f,s,d,y,6.29,14.23,,i,y,,,f,f,,d,a
p,4.49,f,l,e,f,x,d,y,4.75,4.41,,,n,,,f,f,,d,u
e,6.36,s,,n,f,d,c,w,5.44,8.15,,s,w,,,f,f,,l,u
p,8.84,x,,n,t,x,,n,10.07,19.86,s,,g,,u,f,f,,d,a
e,3.6,s,,n,f,f,f,f,6.11,7.52,,,y,,,f,f,,d,a
p,2.81,b,,n,f,a,,k,9.51,2.53,,,g,,w,f,f,k,g,a
e,6.28,f,h,k,f,s,d,g,4.73,9.24,,s,g,,,f,f,,d,a
p,4.63,b,t,l,f,s,c,g,5.21,6.07,,y,w,,,t,e,k,d,a
p,0.61,f,,o,f,d,,o,5.3,1.02,,,o,,,f,f,w,g,u
e,3.24,s,,y,f,f,f,f,6.06,6.51,,,o,,,f,f,,d,a
p,12.27,x,,g,f,e,,w,11.2,13.53,,,w,u,w,t,e,,d,u
p,7.1,x,y,w,t,,,g,7.29,13.75,s,,w,,,t,l,,d,a
p,1.67,x,g,n,f,d,d,n,2.39,2.73,,s,n,,,f,f,,d,u
e,3.89,x,,y,f,a,c,y,3.91,10.47,,,w,,,f,f,,d,a
e,5.35,x,h,g,f,a,d,n,4.97,3.47,,t,g,,,t,l,,d,a
p,9.47,s,t,p,t,d,c,p,8.43,16.93,,,p,,,t,f,,d,u
p,7.79,b,y,n,f,,,p,17.05,18.1,,,w,,,f,f,,d,a
e,11.03,s,,w,t,d,c,p,5.97,25.07,,,w,,,f,f,,d,a
p,0.83,x,g,o,f,,,y,3.49,0.8,,,y,,,f,f,,d,u
p,11.92,x,e,y,t,p,,o,8.37,25.54,,,u,,,f,f,,d,a
p,9.33,x,,n,f,p,,p,10.7,33.58,c,,n,,,f,f,p,d,a
p,3.16,b,y,r,f,s,c,g,6.14,8.26,,y,n,,,t,e,k,m,a
p,1.52,b,h,n,f,a,,n,4.2,1.62,,t,n,,,f,f,,h,s
p,3.06,b,,n,f,a,,k,8.93,2.65,,,g,,w,f,f,k,g,a
e,5.62,x,y,n,f,e,c,p,4.15,8.84,,y,n,,,f,f,,d,a
e,2.27,b,y,n,f,,c,n,6.44,2.81,,,w,,,f,f,,d,a
e,8.56,f,s,k,f,a,c,w,4.25,16.62,,,w,,,f,f,,d,a
p,4.43,s,,e,t,d,c,b,5.18,5.51,,,e,,,f,f,,d,a
p,5.97,x,y,y,f,a,c,n,8.23,9.09,,y,y,,,t,,,d,a
p,2.12,x,k,n,f,s,,p,3.42,2.31,,,n,,,f,f,p,g,u
p,6.19,s,,n,t,d,c,w,6.88,6.4,,,e,,,f,f,,d,u
e,11.35,s,s,u,f,x,,n,7.14,26.43,,,p,,,f,f,,d,a
p,6.37,b,k,n,f,a,c,y,5.55,6.29,,i,n,,,t,,,d,a
p,3.28,f,t,y,f,a,,y,5.56,6.78,,t,y,,,f,f,,m,a
e,12.06,s,,w,t,d,c,y,5.7,24.88,,,w,,,f,f,,d,u
e,3.98,x,,w,f,x,c,w,7.44,8.33,b,,w,,w,t,,,g,s
p,5.82,s,d,o,f,d,c,o,3.95,6.97,,,o,,,f,f,,d,u
e,5.79,x,,e,f,x,c,w,6.47,17.31,,s,w,,,f,f,,d,a
e,4.28,x,,w,f,a,,r,6.04,7.84,,,w,,,f,f,,d,u
e,4.63,x,t,n,f,p,,n,5.8,11.12,,,e,,,f,f,,d,u
e,7.54,x,d,y,t,p,,y,5.53,12.03,,,e,,,f,f,,d,u
p,5.52,x,,p,f,,c,r,3.57,12.09,,,y,,,f,f,,d,a
p,5.69,x,y,w,t,,,w,6.27,12.21,s,,w,,,t,l,,d,a
p,4.34,o,,w,f,f,f,f,5.81,30.07,,g,w,,,t,f,,d,a
e,14.87,s,e,g,f,a,c,w,9.58,26.44,s,,w,,,f,f,,d,a
e,4.87,x,,w,f,d,,r,7.08,8.31,,,w,,,f,f,,l,a
p,6.48,x,k,n,f,d,c,n,5.49,6.96,,i,n,,,t,,,d,a
e,3.75,x,s,w,f,d,d,w,4.11,6.11,,,w,,,f,f,,m,w
e,6.17,x,y,n,f,e,c,p,4.84,12.97,,,w,,,t,r,,w,a
p,2.76,o,,g,f,f,f,f,2.31,11.59,,g,g,,,f,f,,d,a
p,7.49,x,y,w,t,,,g,7.94,12.54,s,,w,,,t,l,,g,u
p,5.03,c,k,w,t,x,c,p,5.44,11.96,,,w,,,f,f,,d,s
e,10.48,f,s,u,f,x,,n,7.59,24.56,,,w,,,f,f,,d,u
e,5.9,x,d,y,t,p,,y,7.56,17.11,,,y,,,f,f,,d,a
e,4.06,x,,y,f,a,c,y,3.35,8.59,,,w,,,f,f,,d,u
e,12.27,f,y,w,f,e,c,k,18.89,12.24,,s,w,,,t,e,,g,s
e,6.31,x,w,y,f,f,f,f,4.75,11.97,,,y,,,f,f,,d,u
e,11.91,s,t,o,t,d,c,o,7.16,17.71,,,w,,,f,f,,d,u
p,2.11,f,,w,f,a,c,n,3.97,3.43,,i,w,,,f,f,,d,u
e,4.46,x,,w,f,x,c,n,7.7,8.26,b,,w,,w,t,,,d,a
p,4.94,x,e,e,f,a,,n,8.27,9.24,,,e,,w,t,z,,d,a
p,5.59,c,k,y,t,x,c,y,5.94,12.76,,,w,,,f,f,,d,s
e,4.33,f,,w,f,x,c,w,7.02,3.93,,,w,,,f,f,,d,u
p,3.37,x,d,w,f,a,d,w,3.73,2.46,,h,w,,,f,f,,g,u
e,3.44,x,s,p,f,a,c,o,4.03,6.54,,,e,,,f,f,,m,w
p,7.8,s,,o,t,d,,o,4.34,11.32,,,w,,,t,f,,d,u
p,2.59,x,,e,f,x,,w,4.76,6.45,,,w,,,f,f,,d,u
p,2.07,x,s,o,f,d,,o,2.86,5.42,,,o,,,f,f,,h,a
e,17.04,x,y,n,t,e,,w,10.38,17.91,,,w,,,t,,,d,u
e,7.57,x,t,y,t,x,c,y,7.92,15.16,,,w,,,f,f,,d,u
p,3.4,x,i,e,f,,,e,4.9,6.8,,,e,,,f,f,n,d,a
p,4.65,s,,e,t,d,c,p,5.77,5.21,,,n,,,f,f,,d,a
e,6.63,x,y,n,f,e,c,p,6.05,10.19,,y,n,,,f,f,,d,a
e,3.71,x,d,p,f,a,c,e,4.24,6.64,,,e,,,f,f,,m,w
p,3.77,b,y,w,f,e,c,n,4.79,3.56,,k,w,,,t,e,,m,u
p,3.34,b,y,n,f,e,c,w,3.89,3.42,,k,w,,,t,e,,d,a
p,3.23,x,s,g,f,d,c,w,2.75,5.89,,,w,,,f,f,,g,u
p,18.53,s,t,g,t,d,c,b,5.21,24.49,,,r,,,f,f,,d,a
p,3.43,b,h,n,f,,,n,6.52,5.77,,,w,,,t,,k,g,w
e,10.2,x,s,y,f,x,,n,7.58,23.87,,,w,,,f,f,,d,u
e,9.05,s,t,w,t,d,c,o,5.72,17.77,,,w,,,f,f,,d,u
p,4.99,s,,u,f,a,,w,4.66,7.54,,,y,,,f,f,,d,a
p,3.71,o,,k,f,f,f,f,4.62,19.36,,g,n,,,f,f,,d,a
p,1.06,b,t,n,f,,c,g,3.16,2.32,,,n,,,t,f,,g,a
e,11.4,f,,l,f,d,c,w,2.48,14.6,,,w,,,f,f,,d,a
e,8.92,f,s,e,f,d,d,w,8.46,14.56,,i,n,,,t,,w,d,w
e,5.88,x,,w,f,e,,w,5.96,13.72,b,,y,u,w,t,g,,d,a
e,22.83,x,w,n,f,p,,w,16.9,70.92,,,n,,,f,f,,d,a
e,7.46,f,,b,f,d,c,y,2.16,12.23,,,w,,,f,f,,d,w
e,4.7,x,s,n,f,p,,n,5.18,11.58,,,e,,,f,f,,d,a
p,6.78,x,s,n,f,s,,g,4.62,6.22,,y,n,,,f,f,,d,a
e,59.46,o,y,y,f,p,,y,8.23,51.31,,k,n,,,f,f,,d,u
p,6.39,x,y,w,t,,,g,7.27,10.38,s,,w,,,t,l,,g,u
e,6.5,x,h,y,f,p,,y,6.27,13.02,,,y,,y,t,,,d,a
p,2.2,p,t,n,f,a,c,g,7.31,2.43,,t,y,,,t,e,,m,s
e,23.91,p,w,n,f,p,,y,17.51,70.8,,,n,,,f,f,,d,u
p,10.16,x,t,r,t,d,c,n,6.62,14.12,,,n,,,f,f,,d,a
p,7.18,s,,e,t,d,c,p,6.77,6.39,,,e,,,f,f,,d,u
p,4.96,x,,y,f,s,d,y,5.08,11.63,,i,y,,,f,f,,d,a
p,6.34,s,,n,t,d,c,p,5.95,6.16,,,e,,,f,f,,d,a
p,4.27,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a
p,14.77,x,h,e,f,e,,w,16.72,16.51,s,y,w,u,w,t,p,,d,a
e,10.64,f,y,e,f,,,w,6.94,24.94,b,,n,,w,t,e,,d,w
e,8.44,x,t,y,f,p,,y,6.25,13.35,,,y,,y,t,,,d,u
p,5.52,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
e,4.3,x,,l,f,a,,r,6.4,7.57,,,l,,,f,f,,d,u
e,0.74,x,g,e,t,a,,w,5.62,1.14,,,n,,,f,f,,d,u
e,7.81,o,,n,f,,,w,3.97,21.75,,,n,,,f,f,,d,u
e,5.93,x,t,n,f,e,,w,13.99,13.72,,s,n,u,w,f,f,,d,u
p,4.31,s,d,y,f,d,c,o,3.48,5.4,,,o,,,f,f,,d,u
e,4.19,f,t,n,f,d,,o,5.82,7.53,,t,w,,,f,f,,d,a
e,4.47,x,k,n,f,p,,e,5.13,10.86,,,y,,,f,f,,d,a
p,2.6,c,h,n,f,,,n,7.34,3.35,,,y,,,f,f,,g,a
p,4.22,b,t,n,f,x,c,p,6.11,4.72,,i,g,,,f,f,,m,u
e,6.01,s,,n,f,d,c,w,4.67,7.8,,s,w,,,f,f,,d,u
p,15.2,s,t,r,t,d,c,n,4.94,25.82,,,r,,,f,f,,g,a
p,3.11,s,d,w,f,a,d,w,3.36,2.56,,h,w,,,f,f,,g,a
p,7.76,x,w,n,f,x,,w,13.18,8.29,r,g,n,,,f,f,,d,u
p,2.93,f,d,n,f,x,c,w,4.37,3.43,b,s,n,,,f,f,,l,a
e,3.71,x,,y,f,a,c,y,4.7,10.88,,,w,,,f,f,,d,a
p,5.82,p,,n,f,p,,p,8.79,29.87,c,,n,,,f,f,p,d,a
p,9.0,f,h,r,f,,c,w,10.96,15.78,,,w,u,w,t,p,,d,u
e,12.58,f,,w,f,d,c,y,2.49,14.45,,,w,,,f,f,,d,a
e,12.78,f,,l,f,d,c,y,2.54,15.8,,,w,,,f,f,,d,a
e,3.36,x,k,n,f,p,,y,4.68,10.01,,,y,,,f,f,,d,a
e,15.1,f,,l,f,d,c,w,2.74,16.03,,,w,,,f,f,,d,a
p,5.67,s,k,y,f,p,,n,3.8,5.93,,k,n,,,t,f,,d,u
p,1.28,b,h,n,f,a,,n,3.67,1.36,,t,n,,,f,f,,g,s
e,10.6,x,i,n,t,e,,p,9.38,18.77,,y,w,,,t,l,,d,a
p,1.8,x,g,y,f,d,d,n,2.56,2.6,,s,n,,,f,f,,d,u
e,1.12,x,g,e,t,a,,w,5.83,1.08,,,n,,,f,f,,d,a
p,4.14,s,d,y,f,d,c,y,3.2,6.05,,,o,,,f,f,,d,a
p,7.94,x,h,r,f,,c,w,10.41,15.27,,,w,u,w,t,g,,d,u
p,3.89,x,t,o,f,a,c,n,4.18,6.05,,y,o,,,t,z,,d,a
e,10.03,f,y,e,f,,,w,6.25,25.11,b,,n,,w,t,e,,d,w
e,8.87,f,e,b,f,,c,b,4.92,20.64,,,w,,,t,f,,d,a
p,3.39,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w
e,4.03,x,d,y,t,p,,y,6.72,13.51,,,y,,,f,f,,d,a
p,2.68,s,w,o,t,d,c,y,3.0,5.1,,,n,,,f,f,,d,u
p,6.53,x,h,e,f,x,d,w,4.98,16.97,b,,w,,,f,f,,d,u
p,1.41,b,h,n,f,a,,n,3.8,1.41,,t,n,,,f,f,,g,a
e,1.02,p,g,g,f,,,g,3.28,1.57,,,w,,,f,f,,d,s
e,5.69,x,i,n,f,e,c,n,3.68,11.05,,,w,,,t,l,,w,a
e,7.69,x,,y,f,a,c,w,7.0,17.43,,,g,,,f,f,,d,u
p,5.95,x,,g,f,d,c,y,6.08,10.88,b,,n,,,f,f,,l,a
p,2.73,x,t,n,f,s,c,p,4.5,7.4,,,w,,n,t,z,,d,u
e,4.87,f,t,o,f,a,d,w,5.42,5.57,,k,o,,,f,f,,d,s
p,8.02,p,y,w,f,,,k,12.65,16.85,,,w,,,f,f,,d,a
p,5.42,s,d,o,f,d,c,y,3.17,6.22,,,o,,,f,f,,h,a
e,48.21,o,y,y,f,p,,y,8.06,49.4,,k,n,,,f,f,,d,s
p,0.78,f,,o,f,d,,o,4.53,1.03,,,o,,,f,f,w,g,u
e,1.35,c,g,n,f,a,,g,4.83,1.24,,,g,,,f,f,,d,a
p,6.89,p,y,w,f,,,k,13.64,16.56,,,w,,,f,f,,d,a
p,6.46,s,d,e,t,d,c,y,6.26,8.85,,,n,,,f,f,,d,a
p,5.87,f,,y,f,s,d,y,6.27,13.91,,i,y,,,f,f,,d,a
p,3.19,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w
p,6.6,x,y,y,f,a,c,y,9.55,8.46,,y,y,,,t,,,d,u
e,8.18,x,,g,t,p,,g,11.72,23.96,,y,w,,,f,f,,d,u
p,5.08,x,y,y,f,a,c,y,10.59,10.04,,y,n,,,t,,,d,a
e,16.6,p,d,o,f,p,,w,13.69,33.06,s,y,w,,,f,f,,d,a
p,8.0,x,s,n,t,s,d,w,6.03,16.58,r,y,w,,,f,f,,d,u
e,9.21,f,e,b,f,,c,b,5.29,20.82,,,w,,,t,f,,d,a
e,12.31,p,s,w,f,e,c,w,18.8,12.44,,s,w,,,t,e,,d,s
p,6.73,x,t,n,f,a,d,w,8.61,24.5,,,w,,,f,f,,d,a
e,3.3,b,g,g,f,a,d,g,3.77,2.66,,s,g,,,f,f,,d,a
p,4.51,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,a
e,1.0,p,g,w,f,,,g,3.31,1.75,,,w,,,f,f,,d,u
p,10.07,x,s,y,f,s,,y,6.03,15.93,,i,n,,,f,f,,d,u
p,7.66,f,w,p,f,s,c,p,4.23,10.14,,,p,,,f,f,,d,w
e,4.18,x,h,n,f,x,c,w,5.2,5.71,,y,n,,,t,r,,d,a
p,2.64,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w
p,3.85,f,,b,f,x,,w,3.83,5.86,,,w,,,f,f,,d,a
p,12.49,x,,n,f,e,,w,11.21,17.02,,,w,u,w,t,g,,d,a
p,1.31,x,g,y,f,d,d,n,2.13,2.54,,s,n,,,f,f,,d,a
p,7.07,f,h,e,f,x,,w,15.02,8.59,r,g,n,,,f,f,,d,u
p,9.95,s,,o,t,d,,o,4.96,13.09,,,w,,,t,f,,d,u
e,1.39,f,w,g,f,,d,g,4.76,2.34,,,w,,,f,f,,g,w
e,4.37,s,l,n,f,f,f,f,6.95,42.09,,,n,,,f,f,g,d,u
e,6.74,f,s,n,f,s,c,w,5.35,9.23,b,i,w,,,f,f,,d,u
p,2.85,f,,w,f,a,c,n,3.57,3.5,,i,u,,,f,f,,p,u
e,3.4,x,h,e,f,a,c,e,3.41,6.35,,,o,,,f,f,,m,w
e,1.79,x,t,n,f,a,,w,6.85,2.56,,t,y,,,f,f,,h,a
p,7.86,x,y,n,f,a,c,n,8.09,9.74,,y,n,,,t,,,d,a
p,2.84,s,s,w,f,d,c,w,2.56,7.14,,,w,,,f,f,,g,a
p,2.6,b,,k,f,a,,n,8.36,2.36,,,g,,w,f,f,k,g,u
p,8.35,x,t,e,f,x,d,w,7.06,18.35,b,,w,,,f,f,,d,u
e,8.31,x,t,y,f,p,,y,8.48,15.7,,,y,,y,t,,,d,a
p,4.6,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a
p,5.46,c,e,y,t,x,c,y,7.38,12.58,,,w,,,f,f,,d,s
e,1.26,c,g,n,t,a,,w,5.95,1.14,,,n,,,f,f,,d,a
p,11.17,x,,n,f,p,,p,10.24,32.04,c,,n,,,f,f,w,d,a
p,3.45,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
e,5.1,x,,n,f,x,c,u,6.32,4.07,,,w,,,f,f,,d,u
p,8.41,f,,w,f,x,c,w,11.03,12.89,r,i,w,,,f,f,,d,a
p,3.38,b,s,y,f,,c,r,6.17,6.29,,,y,u,w,t,z,r,d,u
e,3.04,b,y,n,f,,c,k,7.01,3.03,,,w,,,f,f,,d,s
e,8.89,f,s,n,f,a,d,w,9.52,14.77,,i,n,,,t,,w,d,w
p,6.32,x,e,e,f,a,,w,8.3,10.61,,,n,,w,t,z,,d,a
e,15.97,x,y,n,t,e,,w,10.35,18.63,,,w,,,t,,,d,u
p,1.31,b,t,n,f,,c,g,4.12,2.8,,,n,,,t,f,,g,u
p,3.98,f,k,n,f,p,,n,3.16,5.31,,k,n,,,t,f,,d,u
e,11.72,x,,n,t,,,w,11.72,15.34,b,,w,u,w,t,g,,d,u
p,7.6,f,t,e,f,x,,w,13.51,7.34,r,g,n,,,f,f,,d,a
e,6.72,x,h,g,f,a,d,n,6.37,5.0,,t,g,,,t,l,,d,u
p,8.71,x,e,n,f,a,,n,7.98,14.23,s,,n,,e,f,f,,h,a
e,2.49,x,,b,f,,d,w,6.98,5.02,,,w,,,f,f,,d,a
p,8.65,f,,w,f,x,c,w,9.44,9.95,r,i,w,,,f,f,,h,a
e,7.46,f,s,y,f,d,d,w,9.42,15.63,,i,n,,,t,,w,d,w
p,5.72,b,s,n,f,,,w,11.13,12.62,,s,w,,,t,z,,d,a
p,3.58,x,y,y,f,a,,w,5.11,3.5,,y,n,,,t,r,,g,u
e,4.96,b,g,g,f,a,d,g,4.87,3.89,,s,g,,,f,f,,d,w
e,5.49,s,,n,f,d,c,w,4.93,7.44,,s,w,,,f,f,,h,u
p,1.64,x,,n,f,,,k,4.56,2.33,,s,n,,,f,f,k,g,a
p,11.1,p,,n,f,p,,w,10.06,33.25,c,,n,,,f,f,w,d,a
p,11.26,x,h,n,t,p,,y,7.66,27.17,c,,y,,,f,f,,d,u
p,1.49,b,g,w,f,,c,n,5.56,2.79,,,n,,,f,f,,g,s
p,2.32,b,,g,f,a,,g,5.0,1.87,,s,g,,,f,f,,d,a
p,17.73,x,t,g,t,d,c,w,5.27,25.2,,,r,,,f,f,,g,a
e,1.49,x,w,n,f,,d,g,4.88,2.38,,,w,,,f,f,,g,a
p,6.79,f,,y,f,x,c,y,6.11,11.58,,,w,,,f,f,,d,a
e,6.94,x,d,y,t,p,,y,8.25,14.44,,,y,,,f,f,,d,u
p,4.07,s,,e,t,d,c,p,6.39,6.59,,,n,,,f,f,,d,a
e,6.06,s,,y,f,a,c,w,5.17,14.32,,,g,,,f,f,,d,a
p,4.47,c,k,y,t,x,c,r,7.7,12.7,,,w,,,f,f,,g,s
p,4.64,x,,y,f,s,d,y,4.59,12.88,,i,y,,,f,f,,d,a
e,4.89,f,y,g,f,s,,y,4.73,8.61,,,w,,,f,f,,d,a
p,1.98,c,,u,f,a,c,n,2.83,3.27,,i,u,,,f,f,,p,u
p,5.68,x,,w,f,,c,r,3.29,11.77,,,y,,,f,f,,d,a
p,6.69,f,d,e,t,d,c,y,5.39,7.49,,,e,,,f,f,,d,a
e,5.33,p,s,w,f,e,c,p,3.58,11.06,,,w,,w,t,e,,m,u
p,4.1,f,l,n,f,x,d,y,6.2,4.81,,,n,,,f,f,,d,a
e,1.39,b,g,g,f,,,g,3.71,1.7,,,w,,,f,f,,d,a
e,10.91,f,e,b,f,,c,b,4.4,18.79,,,w,,,t,f,,d,a
e,10.02,x,s,u,f,a,c,w,4.86,17.36,,,w,,,f,f,,d,a
e,6.05,x,d,n,t,p,,y,8.96,15.77,,,y,,,f,f,,d,u
p,3.25,x,y,y,f,a,,w,5.36,3.33,,y,n,,,t,r,,g,a
p,6.19,x,e,e,f,a,,w,7.33,9.15,,,y,,w,t,z,,d,a
p,6.62,s,d,n,t,d,c,n,6.67,8.22,,,e,,,f,f,,d,a
p,1.75,b,h,n,f,a,,n,4.48,1.58,,t,n,,,f,f,,g,a
p,10.67,x,t,n,f,a,d,w,10.33,30.56,,,w,,,f,f,,d,u
p,16.92,x,g,e,f,e,,w,18.35,18.14,s,y,w,u,w,t,g,,d,a
p,0.8,b,t,y,f,,c,g,3.13,2.53,,,n,,,t,f,,g,u
e,17.09,x,t,k,f,a,d,y,6.92,23.38,,,w,,,f,f,w,d,w
p,1.76,x,,n,f,,,k,4.79,2.54,,s,n,,,f,f,k,g,u
p,6.07,b,s,o,f,e,,k,8.92,8.63,,,o,,,f,f,,m,u
e,7.5,f,w,y,f,f,f,f,4.94,12.03,,,y,,,f,f,,d,u
p,2.46,c,,w,f,a,c,n,3.25,3.5,,i,u,,,f,f,,d,a
e,5.08,x,h,n,f,e,,w,11.47,12.0,,s,w,u,w,f,f,,d,u
p,5.62,x,s,n,f,s,,g,4.88,6.62,,y,n,,,f,f,,d,w
e,1.32,f,w,g,f,,d,k,4.39,2.26,,,w,,,f,f,,g,a
e,14.85,f,s,k,f,a,d,k,6.19,23.2,,,w,,,f,f,w,d,u
p,4.05,b,y,n,f,,c,w,5.87,4.54,s,s,w,,,f,f,,d,u
e,5.33,b,h,g,f,s,d,g,4.78,9.6,,s,g,,,f,f,,d,u
e,5.73,x,t,n,f,a,d,n,6.29,4.2,,t,g,,,t,l,,d,w
p,5.67,x,e,e,f,a,,n,8.17,10.07,,,e,,w,t,z,,d,a
p,5.35,f,d,n,t,d,c,w,6.2,8.33,,,e,,,f,f,,d,u
e,16.74,f,y,n,f,,,w,20.58,20.94,s,,n,,,t,m,,m,u
e,3.38,b,g,n,f,x,d,w,4.28,2.18,,,y,,,f,f,,g,a
e,9.27,x,e,y,f,x,c,w,7.08,17.97,,,w,,,f,f,,d,a
p,4.08,b,t,n,f,x,c,p,5.64,3.48,,i,n,,,f,f,,g,a
e,7.35,x,y,n,f,e,c,p,6.16,11.03,,y,n,,,f,f,,d,a
e,1.18,c,g,n,f,a,,g,4.86,1.23,,,g,,,f,f,,d,u
e,6.62,f,s,n,f,s,c,w,6.28,11.21,b,i,w,,,f,f,,m,a
e,5.78,x,y,n,f,e,c,w,7.71,11.49,,y,n,,,f,f,,d,u
p,8.33,s,t,p,t,d,c,p,7.08,12.14,,,p,,,t,f,,d,u
p,6.39,x,e,e,f,a,,g,8.4,10.06,,,y,,w,t,z,,d,a
e,6.81,x,d,y,t,p,,y,7.19,14.3,,,y,,,f,f,,d,a
p,4.13,x,y,y,f,a,,w,6.1,3.82,,y,y,,,t,r,,d,u
p,7.08,s,d,n,t,d,c,w,5.9,10.14,,,n,,,f,f,,d,a
p,1.39,x,k,n,f,,,n,3.24,1.38,,,n,,,f,f,,d,w
e,9.28,f,s,w,f,e,c,p,18.91,13.14,,s,w,,,t,e,,u,s
e,12.64,s,e,n,f,d,c,w,7.83,24.13,s,,w,,,f,f,,l,w
p,7.15,f,,w,f,x,c,w,8.92,9.69,r,i,w,,,f,f,,h,u
e,7.46,x,s,b,f,x,c,w,8.08,10.79,,s,n,,,f,f,,l,a
e,12.55,f,,n,t,,,w,11.87,18.01,b,,w,u,w,t,g,,d,u
p,4.02,x,,n,f,x,c,p,8.79,4.31,,,n,,,f,f,,l,a
p,10.97,x,d,o,f,a,,o,11.42,25.66,r,,o,,,t,r,n,d,w
e,48.63,o,y,y,f,p,,y,5.35,17.66,,k,k,,,f,f,,d,u
p,6.95,f,y,y,f,s,c,y,6.55,19.99,,y,y,,,f,f,,d,a
p,6.97,s,d,n,t,d,c,w,5.98,9.32,,,n,,,f,f,,d,a
p,3.13,f,w,u,f,a,c,g,5.76,5.08,,s,u,,,f,f,,d,a
e,5.29,f,s,b,f,d,d,b,5.32,12.0,,,w,,,f,f,,g,a
p,11.92,x,e,y,t,p,,o,9.27,36.13,,,e,,,f,f,,d,u
e,5.87,x,h,y,t,x,c,y,7.06,15.12,,,w,,,f,f,,d,a
e,9.5,p,i,n,t,e,,p,8.65,17.17,,y,w,,,t,p,,l,a
e,3.24,s,,y,f,f,f,f,6.06,7.12,,,o,,,f,f,,d,a
p,6.89,s,d,n,t,d,c,n,7.86,10.28,,,e,,,f,f,,d,a
p,9.09,x,y,n,f,a,c,n,10.72,10.23,,y,y,,,t,,,d,a
p,2.12,f,t,n,f,,,n,8.14,3.2,,,y,,,f,f,,g,u
e,9.16,f,,u,f,s,c,b,9.05,21.26,,,u,,,f,f,,l,a
e,4.5,x,,w,f,x,c,w,8.52,10.5,b,,n,,w,t,,,d,u
e,8.17,x,h,n,t,p,,n,6.0,15.87,,,n,,w,t,p,,d,u
p,7.61,x,y,w,t,,,p,8.04,14.25,s,,w,,,t,l,,g,a
p,16.97,x,k,w,t,d,d,n,7.46,28.86,,,w,,,f,f,,d,w
e,9.38,f,,n,f,x,c,w,9.31,24.81,,s,w,,,f,f,,d,u
e,4.62,x,,n,f,x,c,w,7.99,9.42,b,,w,,w,t,,,g,a
e,8.61,p,y,w,f,e,c,p,12.12,12.32,,s,w,,,t,e,,d,w
p,1.35,x,g,y,f,d,d,n,1.92,2.24,,s,n,,,f,f,,d,u
e,11.23,s,e,g,f,d,c,w,7.23,23.21,s,,w,,,f,f,,d,w
p,6.08,x,s,g,t,s,d,w,5.53,13.5,r,y,n,,,f,f,,d,u
e,18.05,x,d,n,f,p,,n,14.92,33.06,s,y,w,,,f,f,,d,a
p,3.97,f,y,p,f,e,c,w,4.24,3.51,,k,w,,,t,e,,d,u
e,3.13,x,,y,f,a,c,o,2.83,8.64,,,w,,,f,f,,d,u
p,5.13,x,t,n,f,a,c,n,5.12,7.35,,y,n,,,t,z,,d,w
e,9.34,x,s,n,f,e,c,p,6.12,9.77,,i,n,,,f,f,p,d,s
e,4.29,x,,y,f,a,c,y,3.69,7.86,,,w,,,f,f,,d,a
